Transaction_ID,SA_ID_Number,First_Name,Last_Name,Gender,DOB,Employment_Status,Annual_Income_ZAR,Monthly_Expenses_ZAR,Credit_Score,Loan_Amount_ZAR,Loan_Term_Months,Existing_Debt_ZAR,Province,Risk_Rating
8ad432ab,9710075703082,Dawid,Ndlovu,Male,1997-10-07,Contractor,516854.99,12137.96,516,38080,48,32748.17,Free State,Medium
b43e9fbf,8108102837089,Zinhle,Viljoen,Female,1981-08-10,Contractor,716937.12,17160.23,500,358298,48,88006.46,Mpumalanga,Medium
d5446caf,7607066327080,Tiaan,Mabaso,Male,1976-07-06,Employed,450515.07,19718.41,338,16972,48,104162.93,Limpopo,High
9db07562,9810240321082,Buhle,Erasmus,Female,1998-10-24,Contractor,151608.15,5064.39,318,316496,12,109683.19,Gauteng,High
089cdf0b,6711097891085,Zolani,Venter,Male,1967-11-09,Self-Employed,418698.94,10188.75,524,338694,48,144606.84,Free State,Medium
00f66951,6005102456086,Mieke,Modise,Female,1960-05-10,Unemployed,369371.88,12517.37,333,425040,12,143004.27,Mpumalanga,High
9562f267,0305025319082,Johannes,Gumede,Male,2003-05-02,Employed,346575.25,12930.78,508,477547,24,103447.37,Gauteng,Medium
140ad6c1,8107120389084,Liezel,Dlamini,Female,1981-07-12,Self-Employed,369316.68,16426.5,362,249131,12,132998.99,Eastern Cape,High
f0722d9c,0307060111081,Zinhle,Moyo,Female,2003-07-06,Employed,697040.64,21312.8,499,309386,48,113211.06,Northern Cape,High
44961b78,7201204074089,Busisiwe,Mabaso,Female,1972-01-20,Contractor,779203.35,20110.55,417,360572,24,14600.12,Western Cape,High
0e2ae0b3,0203231335083,Keitumetse,Lekota,Female,2002-03-23,Unemployed,220030.34,7020.33,561,204895,48,113340.19,Mpumalanga,Medium
ed131104,6709227053081,Dawid,Louw,Male,1967-09-22,Unemployed,779105.47,43848.2,571,31887,24,50852.81,North West,Medium
231428fa,6309096551083,Bongani,Mofokeng,Male,1963-09-09,Contractor,134203.32,5650.97,318,406866,60,42211.29,Limpopo,High
41305f1d,9212194589082,Busisiwe,Mabaso,Female,1992-12-19,Unemployed,287395.43,15831.56,425,169996,60,66925.3,Northern Cape,High
0cd36109,9112234593086,Keitumetse,Tau,Female,1991-12-23,Student,296820.46,10740.54,762,14591,60,118619.58,Gauteng,Low
b2b0fd1a,8306186839087,Andile,de Klerk,Male,1983-06-18,Self-Employed,407548.02,19110.45,488,321858,24,24320.35,Eastern Cape,High
c1a01e48,9703026740085,Lubabalo,Erasmus,Male,1997-03-02,Unemployed,218556.78,12097.55,756,353362,48,97149.22,Northern Cape,Low
d4d687fd,0208140098082,Zinhle,Khoza,Female,2002-08-14,Self-Employed,252613.74,6876.46,355,44056,36,35126.04,Free State,High
56a812bc,8102016130084,Kabelo,van Wyk,Male,1981-02-01,Employed,626042.65,28414.68,315,295821,12,38371.21,Free State,High
a97ae838,8605017163088,Sipho,Louw,Male,1986-05-01,Self-Employed,407573.29,13432.32,439,433999,36,100734.79,Gauteng,High
98556fdd,8909089214089,Jabulani,Lekota,Male,1989-09-08,Employed,434042.83,24336.31,512,42950,36,99143.95,Limpopo,Medium
05e18baf,9611129143088,Dawid,Louw,Male,1996-11-12,Employed,246234.7,12690.57,513,468850,48,98793.22,Gauteng,Medium
5ec323ec,6606141684084,Keitumetse,Tau,Female,1966-06-14,Student,388159.25,13629.13,371,318687,24,120494.95,Mpumalanga,High
528ef9cf,9510064349089,Lerato,Venter,Female,1995-10-06,Student,812389.11,35993.81,421,221731,48,125363.64,KwaZulu-Natal,High
a0bae793,7504199056087,Zolani,Viljoen,Male,1975-04-19,Self-Employed,316150.91,16979.32,550,89255,24,8429.59,Mpumalanga,Medium
3985ea7a,6905278306088,Andile,Pretorius,Male,1969-05-27,Employed,264281.54,4786.13,620,15532,12,48129.29,Free State,Medium
f02b629e,8606158286081,Johannes,de Klerk,Male,1986-06-15,Student,517028.19,23990.86,822,172104,24,10509.71,Limpopo,Low
4f55b90d,8912279672087,Jabulani,Louw,Male,1989-12-27,Contractor,790068.32,40941.93,480,135381,48,18328.43,KwaZulu-Natal,High
5828ce85,9004243793082,Zanele,Dlamini,Female,1990-04-24,Unemployed,100653.57,5362.82,588,179870,24,77585.79,Mpumalanga,Medium
74e8c279,7609215776081,Bongani,Mabaso,Male,1976-09-21,Unemployed,482375.44,23772.21,441,422280,12,103178.6,Mpumalanga,High
8aab1659,8204229601086,Zolani,Mabaso,Male,1982-04-22,Contractor,480380.46,17525.52,588,207846,60,79924.74,Free State,Medium
b5dd4b14,9412267764080,Johannes,Ndlovu,Male,1994-12-26,Student,476478.5,12298.01,817,464990,60,9358.19,Limpopo,Low
22a3c563,9608224027081,Lerato,Zwane,Female,1996-08-22,Contractor,345591.67,6098.44,396,106562,48,89514.4,North West,High
c2cdeb3b,6507284703082,Mieke,Sebele,Female,1965-07-28,Self-Employed,354447.33,15726.17,332,367124,12,86615.47,Western Cape,High
7fdf9990,0505278152087,Thabo,Gumede,Male,2005-05-27,Student,98265.92,2639.72,819,464066,24,47810.6,Gauteng,Low
8e0a7468,7206136138085,Siyabonga,Lekota,Male,1972-06-13,Unemployed,281440.62,14994.79,779,328615,60,55525.34,Western Cape,Low
9f101cdf,9504041661086,Zanele,Gumede,Female,1995-04-04,Employed,136613.93,3318.49,630,242071,12,59661.89,Limpopo,Medium
35c78816,8307154858087,Zinhle,Khoza,Female,1983-07-15,Employed,626397.58,30420.93,649,445247,36,24986.44,Northern Cape,Medium
27f61e49,7301278476087,Sipho,Khoza,Male,1973-01-27,Contractor,195294.27,5163.39,555,301453,60,146666.8,Free State,Medium
0ca5eacc,9905021291086,Amogelang,de Klerk,Female,1999-05-02,Student,670513.35,30135.93,467,99424,12,105783.55,KwaZulu-Natal,High
01d5a236,6502111438080,Zanele,Ndlovu,Female,1965-02-11,Contractor,428486.94,22804.01,358,172222,36,46253.88,Eastern Cape,High
5d3299df,9504111313085,Buhle,Pretorius,Female,1995-04-11,Self-Employed,653185.45,12278.75,840,55000,60,42565.17,Limpopo,Low
97436343,8504281435087,Liezel,Venter,Female,1985-04-28,Self-Employed,362916.0,9335.05,430,57345,24,10320.99,Gauteng,High
62592705,6612263798086,Keitumetse,Gumede,Female,1966-12-26,Student,156600.65,8004.6,490,67974,48,118385.76,Eastern Cape,High
fd5e0620,6505179833083,Andile,Ndlovu,Male,1965-05-17,Self-Employed,433814.68,18539.89,618,40895,24,33648.37,KwaZulu-Natal,Medium
c8ca37ae,9008090375083,Zanele,Sebele,Female,1990-08-09,Student,421030.99,8627.15,549,139324,60,25603.63,Northern Cape,Medium
1b114628,8708261976080,Puleng,Viljoen,Female,1987-08-26,Contractor,289478.33,11178.05,420,425498,60,25502.86,Northern Cape,High
20fa6a04,6208254080085,Zanele,Venter,Female,1962-08-25,Self-Employed,169109.55,7371.03,384,150509,48,41931.75,Eastern Cape,High
ed64b17d,8804274854088,Nomvula,Dlamini,Female,1988-04-27,Self-Employed,782001.79,15801.4,407,376766,24,69055.31,Mpumalanga,High
a490ce51,6910165977083,Johannes,Erasmus,Male,1969-10-16,Student,211416.98,9378.26,718,438480,24,121081.39,North West,Medium
19008acc,8412041193088,Amogelang,Sebele,Female,1984-12-04,Self-Employed,417197.86,13396.87,464,82753,36,74719.29,KwaZulu-Natal,High
54dfc80c,9206101916081,Busisiwe,van Wyk,Female,1992-06-10,Unemployed,519678.09,13064.77,559,174182,12,107881.01,Free State,Medium
f9e3c155,7804203990083,Buhle,Zwane,Female,1978-04-20,Self-Employed,413489.4,19446.35,318,197470,12,63342.62,Limpopo,High
04f01b23,7504284732085,Naledi,Mabaso,Female,1975-04-28,Employed,674496.61,33543.31,618,458655,60,104978.2,KwaZulu-Natal,Medium
ce741a7e,0507128481087,Thabo,Moyo,Male,2005-07-12,Self-Employed,497755.9,20568.46,766,178201,48,112019.83,Limpopo,Low
77b33d6c,0107084210083,Lerato,Ndlovu,Female,2001-07-08,Contractor,493159.23,16130.55,789,140517,36,131589.38,North West,Low
117e36ea,0507165987088,Pieter,Modise,Male,2005-07-16,Employed,188396.43,8137.69,312,228313,12,56433.19,Eastern Cape,High
55a45cb8,8402085445089,Dawid,van Wyk,Male,1984-02-08,Contractor,374546.5,11290.43,442,495437,12,37868.82,Eastern Cape,High
24dd49c6,7605038525089,Siyabonga,Gumede,Male,1976-05-03,Student,407075.92,17921.58,641,208613,24,127685.46,Limpopo,Medium
09104d19,8711153318089,Zanele,Louw,Female,1987-11-15,Student,417943.23,20994.42,585,107258,12,12473.04,Gauteng,Medium
ced4d096,6305219661085,Sipho,Gumede,Male,1963-05-21,Self-Employed,377568.61,10317.28,502,124216,48,101519.89,Free State,Medium
f74df325,7101131411086,Zanele,Tau,Female,1971-01-13,Contractor,255762.71,7162.02,301,396165,12,26784.3,Gauteng,High
1c00e008,9102186560083,Sipho,Zwane,Male,1991-02-18,Contractor,459161.41,25299.53,797,349591,60,136091.5,Limpopo,Low
45cbef48,8404134348080,Mieke,Mokoena,Female,1984-04-13,Contractor,446457.43,9086.74,514,471007,36,94511.73,Free State,Medium
68b93d40,0312114020086,Zanele,Ndlovu,Female,2003-12-11,Unemployed,655326.03,21059.64,717,69997,36,39586.01,Limpopo,Medium
7192f97c,9105049627082,Sipho,Lekota,Male,1991-05-04,Contractor,221162.02,11652.02,585,241737,60,146767.1,Gauteng,Medium
9a8f6d97,7505055127081,Pieter,Modise,Male,1975-05-05,Student,326727.73,18472.04,650,133651,48,121556.98,Eastern Cape,Medium
9bd2d97d,8702030728084,Naledi,Dlamini,Female,1987-02-03,Employed,306100.48,17026.72,701,350494,36,68836.92,Mpumalanga,Medium
159eabc9,7209287560080,Pieter,Zwane,Male,1972-09-28,Self-Employed,321396.28,10353.35,831,321586,36,64185.75,Western Cape,Low
ad7729cc,8709249729082,Johannes,Botha,Male,1987-09-24,Employed,124691.68,5122.46,582,275443,36,88855.55,Eastern Cape,Medium
5680b26d,6809071386086,Nomvula,Pretorius,Female,1968-09-07,Employed,703322.0,13296.17,341,482215,24,41474.23,Northern Cape,High
4ac2b1d2,7703060639082,Naledi,Louw,Female,1977-03-06,Unemployed,459928.13,19507.52,418,42671,24,106127.47,KwaZulu-Natal,High
8498164b,7806084159084,Nomvula,Sebele,Female,1978-06-08,Unemployed,547944.49,26474.53,495,497431,12,139693.33,Gauteng,High
7ebd84b4,8008093998082,Puleng,Khoza,Female,1980-08-09,Unemployed,158315.5,8968.18,655,106326,36,75057.1,Western Cape,Medium
c45c14c8,7408012856082,Zinhle,Botha,Female,1974-08-01,Student,423697.31,17390.28,537,168537,24,65541.38,Limpopo,Medium
6839521d,8911227463083,Johannes,Mabaso,Male,1989-11-22,Unemployed,190549.48,5610.57,338,432762,24,47047.3,Free State,High
54deff37,8901276068089,Bongani,Gumede,Male,1989-01-27,Unemployed,392104.78,14798.37,469,345908,60,149690.91,Free State,High
385c5d93,6305058382087,Dawid,Viljoen,Male,1963-05-05,Student,510196.48,20642.55,572,57937,48,70170.67,Gauteng,Medium
c5931547,9802160987088,Keitumetse,Dlamini,Female,1998-02-16,Contractor,562696.72,21992.85,384,95828,12,16692.43,Eastern Cape,High
6027db0e,8412150863086,Busisiwe,Gumede,Female,1984-12-15,Contractor,410987.72,23854.58,585,264122,36,60080.98,Western Cape,Medium
b190d5de,9106088604082,Bongani,Modise,Male,1991-06-08,Employed,359055.53,10899.86,542,213480,60,109960.84,Western Cape,Medium
c030e6f6,0507014006082,Lerato,Tau,Female,2005-07-01,Unemployed,331989.03,18975.63,474,91670,12,69870.29,Gauteng,High
be1b37d0,6112107214089,Tiaan,Zwane,Male,1961-12-10,Self-Employed,535576.07,13699.73,503,216738,48,35652.76,Limpopo,Medium
c01ef1ab,9210289479080,Dawid,Botha,Male,1992-10-28,Employed,221798.83,10618.67,373,384257,12,93826.39,KwaZulu-Natal,High
acc3507e,0101245036088,Siyabonga,Viljoen,Male,2001-01-24,Contractor,470818.09,20062.98,499,27206,24,112975.11,Limpopo,High
900cca2f,7501228266083,Thabo,Mabaso,Male,1975-01-22,Contractor,262724.37,6847.77,503,435718,24,69343.04,Eastern Cape,Medium
429e12ce,9405141705086,Anika,Tau,Female,1994-05-14,Student,107711.98,3680.37,704,458874,12,70107.47,North West,Medium
1a320353,0104287759083,Dawid,van Wyk,Male,2001-04-28,Unemployed,782603.01,27880.45,565,368756,48,104101.08,Western Cape,Medium
17bf7a9f,6908047435087,Dawid,Zwane,Male,1969-08-04,Contractor,327018.8,13686.78,501,50281,60,9571.83,Gauteng,Medium
53e13170,7102086927087,Siyabonga,Dlamini,Male,1971-02-08,Student,589937.58,31141.49,540,20900,48,145834.29,Eastern Cape,Medium
19aee1a2,9608097382081,Tiaan,Sebele,Male,1996-08-09,Student,304809.07,8592.04,548,471903,24,20061.99,Eastern Cape,Medium
53e5d949,9807118227086,Bongani,Tau,Male,1998-07-11,Employed,431576.7,13814.62,452,283618,12,117035.58,North West,High
46135bbe,0302248232088,Tiaan,Mofokeng,Male,2003-02-24,Student,687300.35,40010.92,593,204662,24,39274.43,Eastern Cape,Medium
c63bc560,8308175007085,Pieter,Louw,Male,1983-08-17,Employed,448895.56,8435.93,393,202302,36,112562.96,Free State,High
525af111,8812069574087,Dawid,Venter,Male,1988-12-06,Contractor,284486.51,13866.46,716,189706,48,4795.58,Gauteng,Medium
ddb847cc,9808149966089,Thabo,Viljoen,Male,1998-08-14,Employed,250140.77,14250.55,752,433373,36,142695.72,Mpumalanga,Low
806008de,7704016105088,Siyabonga,Modise,Male,1977-04-01,Employed,507650.74,29256.88,443,215538,36,73369.22,KwaZulu-Natal,High
59df7d4d,9905180835084,Puleng,Moyo,Female,1999-05-18,Student,526570.94,24668.1,444,342427,36,125537.27,Gauteng,High
63010881,9710127577085,Dawid,Modise,Male,1997-10-12,Employed,426228.52,15996.6,408,240427,12,43251.11,Free State,High
db92f5cc,0505049741084,Bongani,Cele,Male,2005-05-04,Self-Employed,349202.43,7331.14,324,215584,24,62855.02,Northern Cape,High
603a8c3a,0511224594087,Lerato,Venter,Female,2005-11-22,Self-Employed,539922.45,21786.92,837,497203,48,107233.11,Limpopo,Low
c3bde6f5,8905074651084,Lerato,Venter,Female,1989-05-07,Self-Employed,225575.52,11720.65,438,99444,12,129748.05,Gauteng,High
4e78a617,6903224087082,Nomvula,Mokoena,Female,1969-03-22,Student,236238.75,10446.41,340,96970,12,142064.92,Eastern Cape,High
95208532,8011249798086,Siyabonga,Modise,Male,1980-11-24,Employed,499148.57,17791.95,409,218602,60,86991.28,KwaZulu-Natal,High
f021eab9,8410012237086,Lerato,Venter,Female,1984-10-01,Student,249891.43,8502.1,604,36347,60,15851.66,Mpumalanga,Medium
0cead0d4,0307252823085,Lerato,Tau,Female,2003-07-25,Student,223503.61,9294.81,624,487737,12,144970.61,KwaZulu-Natal,Medium
b861ea5e,7912056165080,Dawid,van Wyk,Male,1979-12-05,Contractor,597633.47,18539.88,521,183264,48,130115.66,Free State,Medium
7b58308e,7104065770084,Bongani,Ndlovu,Male,1971-04-06,Student,694318.86,22990.59,301,272016,60,134795.15,Eastern Cape,High
97dc5888,7812207703082,Sipho,Pretorius,Male,1978-12-20,Contractor,109475.45,3939.81,695,408303,48,38023.38,Limpopo,Medium
2485c8a2,8609173431082,Mieke,Viljoen,Female,1986-09-17,Self-Employed,507780.91,10054.28,418,368823,60,20564.73,Free State,High
a6f19ce4,7106198549081,Zolani,Cele,Male,1971-06-19,Self-Employed,374822.15,7333.95,674,64513,12,55792.33,Northern Cape,Medium
3e2d5abb,0004035854084,Johannes,Mofokeng,Male,2000-04-03,Contractor,469202.99,16398.21,705,481596,60,87977.24,Mpumalanga,Medium
c2b15977,8709068118088,Zolani,Lekota,Male,1987-09-06,Self-Employed,518428.35,23047.75,689,456690,48,61300.97,Eastern Cape,Medium
107f7661,0006217334084,Andile,de Klerk,Male,2000-06-21,Student,500831.24,28309.35,786,137543,36,2519.05,Free State,Low
f4d37bca,9304203116089,Liezel,Mokoena,Female,1993-04-20,Student,432610.83,9429.29,375,285358,24,127256.27,Northern Cape,High
38b7f511,9103174047085,Amogelang,Khoza,Female,1991-03-17,Employed,545444.72,17177.83,636,77454,60,41559.53,KwaZulu-Natal,Medium
bf96dc31,0509021069086,Liezel,Tau,Female,2005-09-02,Student,319060.13,10037.75,513,360804,60,121370.21,KwaZulu-Natal,Medium
8eddc2c3,8807279305083,Pieter,Zwane,Male,1988-07-27,Employed,161262.83,7107.11,805,72115,36,68054.28,Mpumalanga,Low
e40c84ff,0301095912083,Siyabonga,Botha,Male,2003-01-09,Self-Employed,180764.35,7079.73,612,463207,24,102442.7,KwaZulu-Natal,Medium
95e984f9,0102261286084,Puleng,Botha,Female,2001-02-26,Self-Employed,453022.48,8317.96,756,110441,12,42074.31,Limpopo,Low
7c4b6228,6304072924086,Puleng,Tau,Female,1963-04-07,Student,243573.88,10946.93,408,258486,24,67069.95,Free State,High
bd556ea3,6602119088081,Lubabalo,Zwane,Male,1966-02-11,Unemployed,454605.15,19105.99,632,341811,60,5490.51,Western Cape,Medium
8c95bdef,6703087988089,Jabulani,Lekota,Male,1967-03-08,Employed,486850.09,23922.39,465,351187,36,91053.97,Free State,High
83f95db2,9404155626089,Sipho,Khoza,Male,1994-04-15,Unemployed,691857.88,38995.05,691,56331,36,48544.6,Eastern Cape,Medium
bec041f2,0405270890089,Nomvula,Cele,Female,2004-05-27,Employed,286850.03,10956.4,468,408755,48,40234.92,Eastern Cape,High
b9c7dd91,9404156853084,Zolani,Gumede,Male,1994-04-15,Unemployed,256993.39,9372.77,792,371510,60,135251.37,Western Cape,Low
fae97081,7610062183085,Anika,Modise,Female,1976-10-06,Unemployed,416828.61,17348.12,845,240232,36,145202.9,Free State,Low
41a2f2a0,9602164332080,Puleng,van Wyk,Female,1996-02-16,Student,737435.64,36998.88,669,54411,60,48476.68,North West,Medium
a0a8e6a7,8806260391087,Lerato,Tau,Female,1988-06-26,Contractor,513231.62,19896.31,689,46493,24,146000.55,Mpumalanga,Medium
79292643,7511261029088,Keitumetse,Gumede,Female,1975-11-26,Contractor,250302.65,4296.96,456,10560,48,26288.93,Gauteng,High
5f93d9de,6212209938080,Jabulani,Louw,Male,1962-12-20,Employed,552847.11,30465.66,422,89600,60,138055.71,KwaZulu-Natal,High
f7a4aca4,9204015602081,Kabelo,Mabaso,Male,1992-04-01,Student,665805.01,18544.83,391,358245,60,51619.56,Limpopo,High
ce362ea4,6103129849081,Thabo,Khoza,Male,1961-03-12,Unemployed,291537.61,15623.2,678,384895,48,93532.52,Limpopo,Medium
4013a8d7,9706174159085,Lerato,Mabaso,Female,1997-06-17,Student,590471.86,24241.52,580,482321,60,109375.66,Limpopo,Medium
08b598b5,9901242134080,Buhle,Pretorius,Female,1999-01-24,Employed,430754.57,21424.85,681,358698,36,95862.96,Free State,Medium
eb8b848f,6712154891088,Amogelang,Louw,Female,1967-12-15,Unemployed,375230.11,9064.48,337,101562,24,76428.16,Gauteng,High
6f49174c,6008195390088,Kabelo,Dlamini,Male,1960-08-19,Contractor,160083.12,6084.29,778,282638,24,3990.33,Eastern Cape,Low
974e39ad,8404077027086,Tiaan,Cele,Male,1984-04-07,Unemployed,268717.17,6809.45,502,474993,60,13367.92,Mpumalanga,Medium
094c488a,6312264889084,Amogelang,Sebele,Female,1963-12-26,Unemployed,403309.74,21875.32,808,279078,48,87622.32,KwaZulu-Natal,Low
9cd5d461,0511095708082,Siyabonga,Mofokeng,Male,2005-11-09,Unemployed,568655.8,31707.91,631,432525,48,93006.17,Free State,Medium
ad628aa6,6412084229085,Mieke,Venter,Female,1964-12-08,Employed,213473.56,7945.68,565,361837,24,135636.53,Northern Cape,Medium
9f19ffe2,0510181324083,Lerato,Mabaso,Female,2005-10-18,Contractor,289739.29,15279.12,590,275410,48,141070.48,Northern Cape,Medium
3055ad4f,7001200829085,Anika,van Wyk,Female,1970-01-20,Unemployed,146648.62,3766.39,470,68303,12,138618.35,Free State,High
1c33d048,7312018646082,Siyabonga,Viljoen,Male,1973-12-01,Self-Employed,422758.66,15697.89,408,432385,48,143890.79,Western Cape,High
f4028421,9807182420083,Puleng,Dlamini,Female,1998-07-18,Unemployed,416895.54,16607.83,807,168707,24,120272.95,KwaZulu-Natal,Low
876a88c4,6501265796085,Pieter,van Wyk,Male,1965-01-26,Unemployed,214668.41,4789.62,507,91276,24,89646.22,Eastern Cape,Medium
20acbcd5,7811260922083,Busisiwe,Botha,Female,1978-11-26,Employed,335530.64,16551.79,310,391140,12,50839.62,KwaZulu-Natal,High
