84,000620*******088,Buhle,Mofokeng,2000-06-20
85,000621*******084,Andile,de Klerk,2000-06-21
86,000621*******084,Anika,Viljoen,2000-06-21
87,000624*******087,Nomvula,Khoza,2000-06-24
88,000625*******083,Anika,Tau,2000-06-25
89,000625*******084,Zinhle,Louw,2000-06-25
90,000701*******084,Kabelo,Erasmus,2000-07-01
91,000705*******086,Mieke,van Wyk,2000-07-05
92,000706*******083,Tiaan,Mabaso,2000-07-06
93,000706*******087,Mieke,Louw,2000-07-06
94,000707*******081,Bongani,Dlamini,2000-07-07
95,000707*******085,Zinhle,Gumede,2000-07-07
96,000712*******089,Lerato,Mokoena,2000-07-12
97,000714*******083,Anika,Mofokeng,2000-07-14
98,000714*******084,Siyabonga,Mofokeng,2000-07-14
99,000714*******087,Naledi,Louw,2000-07-14
100,000716*******082,Naledi,van Wyk,2000-07-16
101,000718*******080,Buhle,Gumede,2000-07-18
102,000719*******085,Busisiwe,Dlamini,2000-07-19
103,000720*******086,Dawid,Ndlovu,2000-07-20
104,000727*******081,Naledi,Pretorius,2000-07-27
105,000803*******081,Busisiwe,Venter,2000-08-03
106,000805*******084,Mieke,Venter,2000-08-05
107,000806*******085,Lerato,van Wyk,2000-08-06
108,000807*******080,Andile,Lekota,2000-08-07
109,000808*******081,Bongani,Venter,2000-08-08
110,000809*******088,Tiaan,Botha,2000-08-09
111,000811*******086,Keitumetse,Lekota,2000-08-11
112,000812*******088,Bongani,Mabaso,2000-08-12
113,000813*******081,Sipho,Cele,2000-08-13
114,000813*******083,Zanele,Ndlovu,2000-08-13
115,000814*******081,Siyabonga,Cele,2000-08-14
116,000815*******082,Anika,Mokoena,2000-08-15
117,000818*******081,Sipho,Gumede,2000-08-18
118,000818*******087,Sipho,Erasmus,2000-08-18
119,000821*******084,Amogelang,Modise,2000-08-21
120,000821*******089,Lerato,Erasmus,2000-08-21
121,000822*******081,Johannes,Mabaso,2000-08-22
122,000826*******084,Jabulani,Sebele,2000-08-26
123,000901*******086,Jabulani,Dlamini,2000-09-01
124,000902*******087,Sipho,Mofokeng,2000-09-02
125,000903*******080,Nomvula,Erasmus,2000-09-03
126,000903*******089,Busisiwe,Khoza,2000-09-03
127,000904*******085,Mieke,Lekota,2000-09-04
128,000906*******086,Anika,Modise,2000-09-06
129,000906*******087,Puleng,Lekota,2000-09-06
130,000908*******080,Liezel,van Wyk,2000-09-08
131,000908*******084,Johannes,Lekota,2000-09-08
132,000908*******089,Zolani,Khoza,2000-09-08
133,000912*******085,Amogelang,Modise,2000-09-12
134,000912*******089,Puleng,Ndlovu,2000-09-12
135,000913*******081,Buhle,Sebele,2000-09-13
136,000913*******087,Andile,van Wyk,2000-09-13
137,000914*******084,Andile,Mokoena,2000-09-14
138,000914*******086,Jabulani,Dlamini,2000-09-14
139,000914*******088,Tiaan,Louw,2000-09-14
140,000915*******084,Nomvula,Cele,2000-09-15
141,000918*******087,Amogelang,Lekota,2000-09-18
142,000921*******081,Zanele,Khoza,2000-09-21
143,000921*******085,Johannes,Zwane,2000-09-21
144,000922*******089,Zolani,Louw,2000-09-22
145,000923*******083,Puleng,Tau,2000-09-23
146,000924*******084,Zolani,Louw,2000-09-24
147,000925*******083,Andile,Lekota,2000-09-25
148,000927*******080,Busisiwe,Lekota,2000-09-27
149,001001*******087,Thabo,Zwane,2000-10-01
150,001006*******081,Bongani,de Klerk,2000-10-06
151,001008*******083,Puleng,Dlamini,2000-10-08
152,001009*******084,Mieke,Lekota,2000-10-09
153,001010*******083,Anika,Viljoen,2000-10-10
154,001011*******087,Zolani,Mabaso,2000-10-11
155,001014*******080,Anika,Venter,2000-10-14
156,001014*******085,Jabulani,Mofokeng,2000-10-14
157,001015*******084,Bongani,Mofokeng,2000-10-15
158,001018*******081,Zanele,Tau,2000-10-18
159,001018*******084,Zinhle,Viljoen,2000-10-18
160,001023*******082,Amogelang,Khoza,2000-10-23
161,001024*******082,Amogelang,van Wyk,2000-10-24
162,001024*******085,Buhle,Gumede,2000-10-24
163,001026*******087,Johannes,Tau,2000-10-26
164,001027*******085,Mieke,Mabaso,2000-10-27
165,001105*******084,Thabo,Sebele,2000-11-05
166,001107*******081,Zolani,Ndlovu,2000-11-07
167,001108*******086,Keitumetse,Gumede,2000-11-08
168,001109*******081,Jabulani,Venter,2000-11-09
169,001109*******087,Dawid,Botha,2000-11-09
170,001110*******082,Pieter,Lekota,2000-11-10
171,001111*******081,Lubabalo,Ndlovu,2000-11-11
172,001111*******087,Liezel,Zwane,2000-11-11
173,001112*******082,Lerato,Dlamini,2000-11-12
174,001115*******088,Nomvula,Mabaso,2000-11-15
175,001116*******082,Keitumetse,van Wyk,2000-11-16
176,001118*******083,Keitumetse,Khoza,2000-11-18
177,001122*******088,Anika,Erasmus,2000-11-22
178,001122*******088,Busisiwe,Mofokeng,2000-11-22
179,001123*******080,Keitumetse,Venter,2000-11-23
180,001123*******085,Busisiwe,Venter,2000-11-23
181,001124*******089,Zolani,Modise,2000-11-24
182,001127*******080,Keitumetse,Cele,2000-11-27
183,001128*******082,Bongani,Venter,2000-11-28
184,001128*******088,Zinhle,Louw,2000-11-28
185,001203*******081,Keitumetse,Venter,2000-12-03
186,001204*******082,Pieter,Modise,2000-12-04
187,001206*******086,Tiaan,de Klerk,2000-12-06
188,001208*******081,Naledi,Zwane,2000-12-08
189,001210*******085,Busisiwe,Mofokeng,2000-12-10
190,001212*******080,Nomvula,Venter,2000-12-12
191,001212*******089,Lerato,van Wyk,2000-12-12
192,001213*******089,Dawid,Erasmus,2000-12-13
193,001214*******080,Naledi,Tau,2000-12-14
194,001215*******085,Naledi,van Wyk,2000-12-15
195,001215*******086,Puleng,Lekota,2000-12-15
196,001216*******088,Tiaan,Modise,2000-12-16
197,001217*******082,Bongani,Ndlovu,2000-12-17
198,001217*******084,Lubabalo,Modise,2000-12-17
199,001217*******085,Dawid,de Klerk,2000-12-17
200,001218*******087,Tiaan,Pretorius,2000-12-18
201,001218*******089,Pieter,Ndlovu,2000-12-18
202,001220*******082,Busisiwe,Khoza,2000-12-20
203,001221*******080,Nomvula,Cele,2000-12-21
204,001222*******083,Anika,Mabaso,2000-12-22
205,001223*******089,Kabelo,Gumede,2000-12-23
206,001225*******084,Dawid,Tau,2000-12-25
207,001227*******086,Amogelang,van Wyk,2000-12-27
208,001228*******086,Johannes,Modise,2000-12-28
209,010101*******085,Sipho,Dlamini,2001-01-01
210,010101*******085,Zolani,Zwane,2001-01-01
211,010103*******084,Bongani,Viljoen,2001-01-03
212,010103*******084,Naledi,Khoza,2001-01-03
213,010104*******083,Buhle,Tau,2001-01-04
214,010111*******089,Zinhle,Mofokeng,2001-01-11
215,010114*******086,Buhle,van Wyk,2001-01-14
216,010115*******081,Anika,Zwane,2001-01-15
217,010117*******080,Puleng,Ndlovu,2001-01-17
218,010119*******081,Mieke,Lekota,2001-01-19
219,010119*******083,Naledi,Louw,2001-01-19
220,010124*******088,Dawid,Erasmus,2001-01-24
221,010124*******088,Siyabonga,Viljoen,2001-01-24
222,010125*******089,Bongani,Venter,2001-01-25
223,010127*******085,Amogelang,Gumede,2001-01-27
224,010201*******080,Liezel,Viljoen,2001-02-01
225,010201*******085,Sipho,Botha,2001-02-01
226,010203*******085,Liezel,Cele,2001-02-03
227,010206*******082,Zanele,Mokoena,2001-02-06
228,010206*******086,Dawid,Sebele,2001-02-06
229,010206*******089,Zanele,Mabaso,2001-02-06
230,010207*******086,Nomvula,Erasmus,2001-02-07
231,010208*******085,Amogelang,de Klerk,2001-02-08
232,010209*******086,Nomvula,Khoza,2001-02-09
233,010209*******087,Zanele,Ndlovu,2001-02-09
234,010210*******083,Buhle,Moyo,2001-02-10
235,010210*******084,Puleng,Khoza,2001-02-10
236,010212*******082,Puleng,Erasmus,2001-02-12
237,010213*******083,Puleng,Khoza,2001-02-13
238,010216*******080,Thabo,Louw,2001-02-16
239,010216*******082,Dawid,Louw,2001-02-16
240,010226*******084,Puleng,Botha,2001-02-26
241,010226*******089,Pieter,Tau,2001-02-26
242,010228*******089,Mieke,Tau,2001-02-28
243,010302*******083,Pieter,Ndlovu,2001-03-02
244,010302*******085,Mieke,Sebele,2001-03-02
245,010304*******082,Puleng,Pretorius,2001-03-04
246,010304*******085,Keitumetse,Sebele,2001-03-04
247,010306*******082,Lubabalo,Tau,2001-03-06
248,010308*******087,Pieter,Lekota,2001-03-08
249,010314*******085,Nomvula,Moyo,2001-03-14
250,010315*******086,Lubabalo,Mokoena,2001-03-15
251,010316*******082,Liezel,Dlamini,2001-03-16
252,010316*******084,Dawid,Mofokeng,2001-03-16
253,010318*******080,Jabulani,Khoza,2001-03-18
254,010318*******087,Lubabalo,Moyo,2001-03-18
255,010318*******089,Tiaan,Lekota,2001-03-18
256,010319*******084,Andile,Tau,2001-03-19
257,010320*******080,Siyabonga,Pretorius,2001-03-20
258,010320*******085,Pieter,Cele,2001-03-20
259,010320*******089,Nomvula,Mokoena,2001-03-20
260,010322*******087,Thabo,Mokoena,2001-03-22
261,010323*******081,Lerato,Zwane,2001-03-23
262,010323*******088,Anika,Moyo,2001-03-23
263,010324*******080,Zinhle,Modise,2001-03-24
264,010325*******086,Andile,Pretorius,2001-03-25
265,010326*******088,Tiaan,Modise,2001-03-26
266,010327*******089,Andile,Pretorius,2001-03-27
267,010409*******084,Jabulani,van Wyk,2001-04-09
268,010410*******087,Andile,Modise,2001-04-10
269,010412*******088,Nomvula,Sebele,2001-04-12
270,010416*******084,Thabo,Botha,2001-04-16
271,010417*******081,Liezel,Venter,2001-04-17
272,010417*******081,Puleng,Louw,2001-04-17
273,010417*******083,Anika,Sebele,2001-04-17
274,010417*******086,Zinhle,Botha,2001-04-17
275,010418*******081,Anika,Cele,2001-04-18
276,010418*******088,Zolani,Moyo,2001-04-18
277,010420*******080,Liezel,Pretorius,2001-04-20
278,010420*******089,Kabelo,Sebele,2001-04-20
279,010422*******086,Liezel,de Klerk,2001-04-22
280,010423*******081,Lubabalo,Mokoena,2001-04-23
281,010425*******080,Buhle,van Wyk,2001-04-25
282,010425*******084,Andile,Botha,2001-04-25
283,010426*******085,Dawid,Louw,2001-04-26
284,010426*******088,Tiaan,Lekota,2001-04-26
285,010428*******083,Dawid,van Wyk,2001-04-28
286,010503*******081,Anika,Tau,2001-05-03
287,010504*******087,Liezel,van Wyk,2001-05-04
288,010506*******082,Sipho,Ndlovu,2001-05-06
289,010506*******082,Tiaan,Gumede,2001-05-06
290,010506*******089,Liezel,de Klerk,2001-05-06
291,010507*******083,Bongani,Lekota,2001-05-07
292,010507*******086,Jabulani,van Wyk,2001-05-07
293,010509*******089,Dawid,Sebele,2001-05-09
294,010511*******087,Anika,Mabaso,2001-05-11
295,010511*******087,Johannes,de Klerk,2001-05-11
296,010512*******086,Johannes,Moyo,2001-05-12
297,010512*******086,Lubabalo,Botha,2001-05-12
298,010513*******082,Jabulani,Tau,2001-05-13
299,010514*******086,Puleng,Mabaso,2001-05-14
300,010515*******083,Amogelang,Khoza,2001-05-15
301,010517*******081,Busisiwe,Gumede,2001-05-17
302,010520*******089,Zolani,Dlamini,2001-05-20
303,010525*******089,Mieke,Khoza,2001-05-25
304,010526*******082,Anika,Moyo,2001-05-26
305,010528*******081,Anika,Cele,2001-05-28
306,010528*******084,Busisiwe,Louw,2001-05-28
307,010528*******087,Amogelang,Erasmus,2001-05-28
308,010604*******080,Buhle,Ndlovu,2001-06-04
309,010605*******080,Thabo,Mabaso,2001-06-05
310,010606*******080,Zinhle,Erasmus,2001-06-06
311,010607*******084,Bongani,Botha,2001-06-07
312,010610*******086,Busisiwe,Mofokeng,2001-06-10
313,010611*******087,Mieke,Venter,2001-06-11
314,010611*******089,Zinhle,Louw,2001-06-11
315,010612*******086,Jabulani,Tau,2001-06-12
316,010613*******081,Amogelang,Mabaso,2001-06-13
317,010618*******082,Lerato,Mabaso,2001-06-18
318,010618*******088,Zinhle,Sebele,2001-06-18
319,010621*******086,Lubabalo,Viljoen,2001-06-21
320,010624*******081,Mieke,Modise,2001-06-24
321,010626*******083,Keitumetse,van Wyk,2001-06-26
322,010626*******089,Busisiwe,Moyo,2001-06-26
323,010701*******089,Lubabalo,Mabaso,2001-07-01
324,010703*******087,Liezel,Mofokeng,2001-07-03
325,010703*******088,Bongani,Sebele,2001-07-03
326,010706*******084,Dawid,Cele,2001-07-06
327,010706*******085,Liezel,de Klerk,2001-07-06
328,010706*******086,Zolani,Lekota,2001-07-06
329,010707*******088,Jabulani,Lekota,2001-07-07
330,010708*******083,Lerato,Ndlovu,2001-07-08
331,010712*******088,Nomvula,Venter,2001-07-12
332,010712*******088,Sipho,van Wyk,2001-07-12
333,010715*******084,Buhle,Mofokeng,2001-07-15
334,010717*******080,Andile,van Wyk,2001-07-17
335,010717*******083,Zolani,Lekota,2001-07-17
336,010718*******080,Johannes,Louw,2001-07-18
337,010719*******081,Pieter,Moyo,2001-07-19
338,010721*******087,Amogelang,Cele,2001-07-21
339,010723*******080,Bongani,Ndlovu,2001-07-23
340,010724*******086,Bongani,Sebele,2001-07-24
341,010724*******089,Anika,Venter,2001-07-24
342,010725*******085,Tiaan,Ndlovu,2001-07-25
343,010726*******083,Thabo,Erasmus,2001-07-26
344,010803*******080,Bongani,Moyo,2001-08-03
345,010804*******087,Nomvula,Mofokeng,2001-08-04
346,010807*******081,Puleng,Dlamini,2001-08-07
347,010809*******087,Bongani,Cele,2001-08-09
348,010811*******085,Siyabonga,Dlamini,2001-08-11
349,010814*******089,Zolani,Louw,2001-08-14
350,010816*******084,Thabo,Khoza,2001-08-16
351,010817*******082,Naledi,Lekota,2001-08-17
352,010818*******080,Buhle,Modise,2001-08-18
353,010821*******084,Bongani,Viljoen,2001-08-21
354,010823*******083,Buhle,van Wyk,2001-08-23
355,010824*******085,Anika,Sebele,2001-08-24
356,010825*******085,Tiaan,Mabaso,2001-08-25
357,010825*******088,Andile,Zwane,2001-08-25
358,010902*******085,Busisiwe,Viljoen,2001-09-02
359,010904*******087,Buhle,Gumede,2001-09-04
360,010907*******088,Zolani,Viljoen,2001-09-07
361,010911*******087,Jabulani,Gumede,2001-09-11
362,010912*******084,Jabulani,Ndlovu,2001-09-12
363,010914*******088,Buhle,Dlamini,2001-09-14
364,010915*******086,Liezel,Sebele,2001-09-15
365,010919*******084,Puleng,van Wyk,2001-09-19
366,010919*******086,Jabulani,Dlamini,2001-09-19
367,010922*******088,Lubabalo,Mofokeng,2001-09-22
368,010923*******086,Sipho,Khoza,2001-09-23
369,010924*******084,Busisiwe,Sebele,2001-09-24
370,011002*******089,Keitumetse,Venter,2001-10-02
371,011005*******082,Lubabalo,Erasmus,2001-10-05
372,011006*******080,Tiaan,Ndlovu,2001-10-06
373,011012*******082,Zinhle,Botha,2001-10-12
374,011012*******089,Zinhle,Ndlovu,2001-10-12
375,011013*******086,Tiaan,Botha,2001-10-13
376,011015*******081,Bongani,Gumede,2001-10-15
377,011016*******082,Amogelang,Modise,2001-10-16
378,011016*******086,Nomvula,Pretorius,2001-10-16
379,011016*******086,Thabo,Gumede,2001-10-16
380,011021*******084,Kabelo,Mofokeng,2001-10-21
381,011021*******085,Keitumetse,Louw,2001-10-21
382,011024*******082,Johannes,de Klerk,2001-10-24
383,011101*******083,Siyabonga,Venter,2001-11-01
384,011103*******084,Zolani,Venter,2001-11-03
385,011104*******085,Mieke,Louw,2001-11-04
386,011106*******087,Keitumetse,Viljoen,2001-11-06
387,011110*******083,Kabelo,van Wyk,2001-11-10
388,011110*******088,Keitumetse,Modise,2001-11-10
389,011113*******085,Siyabonga,Moyo,2001-11-13
390,011118*******088,Dawid,Tau,2001-11-18
391,011121*******080,Siyabonga,Cele,2001-11-21
392,011121*******088,Lerato,Dlamini,2001-11-21
393,011122*******080,Zanele,Mofokeng,2001-11-22
394,011122*******081,Johannes,Modise,2001-11-22
395,011125*******085,Andile,Erasmus,2001-11-25
396,011126*******084,Tiaan,Venter,2001-11-26
397,011128*******083,Bongani,Mabaso,2001-11-28
398,011202*******083,Johannes,Erasmus,2001-12-02
399,011203*******084,Dawid,Sebele,2001-12-03
400,011205*******088,Zolani,Mabaso,2001-12-05
401,011207*******086,Lubabalo,Mokoena,2001-12-07
402,011210*******088,Johannes,Lekota,2001-12-10
403,011211*******083,Thabo,Sebele,2001-12-11
404,011211*******085,Thabo,Mabaso,2001-12-11
405,011214*******085,Busisiwe,Dlamini,2001-12-14
406,011218*******089,Thabo,Lekota,2001-12-18
407,011219*******084,Zinhle,Mokoena,2001-12-19
408,011221*******081,Liezel,Sebele,2001-12-21
409,011223*******081,Sipho,Pretorius,2001-12-23
410,011224*******080,Kabelo,Viljoen,2001-12-24
411,011224*******086,Andile,Erasmus,2001-12-24
412,011224*******086,Zanele,Mabaso,2001-12-24
413,011225*******087,Buhle,Zwane,2001-12-25
414,011225*******087,Busisiwe,Modise,2001-12-25
415,011226*******085,Jabulani,van Wyk,2001-12-26
416,011227*******085,Kabelo,Tau,2001-12-27
417,011227*******086,Lubabalo,Khoza,2001-12-27
418,020101*******083,Anika,Pretorius,2002-01-01
419,020102*******083,Pieter,Botha,2002-01-02
420,020102*******086,Thabo,Mabaso,2002-01-02
421,020105*******086,Zinhle,Louw,2002-01-05
422,020107*******084,Buhle,Mokoena,2002-01-07
423,020109*******082,Busisiwe,Lekota,2002-01-09
424,020109*******089,Andile,Modise,2002-01-09
425,020110*******087,Zanele,Khoza,2002-01-10
426,020110*******089,Tiaan,Khoza,2002-01-10
427,020111*******083,Siyabonga,Pretorius,2002-01-11
428,020111*******084,Busisiwe,Louw,2002-01-11
429,020111*******084,Mieke,Zwane,2002-01-11
430,020113*******081,Mieke,Mofokeng,2002-01-13
431,020115*******081,Siyabonga,Louw,2002-01-15
432,020116*******081,Jabulani,Tau,2002-01-16
433,020117*******086,Buhle,Ndlovu,2002-01-17
434,020117*******087,Anika,Khoza,2002-01-17
435,020117*******087,Puleng,Mabaso,2002-01-17
436,020118*******085,Thabo,Dlamini,2002-01-18
437,020122*******089,Bongani,Mofokeng,2002-01-22
438,020125*******083,Sipho,Ndlovu,2002-01-25
439,020126*******083,Zolani,Mokoena,2002-01-26
440,020128*******086,Thabo,Zwane,2002-01-28
441,020201*******085,Andile,Lekota,2002-02-01
442,020205*******080,Keitumetse,Mabaso,2002-02-05
443,020205*******084,Naledi,Ndlovu,2002-02-05
444,020207*******085,Liezel,Cele,2002-02-07
445,020210*******084,Pieter,de Klerk,2002-02-10
446,020211*******084,Lubabalo,Venter,2002-02-11
447,020212*******080,Tiaan,Modise,2002-02-12
448,020212*******082,Pieter,Modise,2002-02-12
449,020214*******080,Nomvula,Sebele,2002-02-14
450,020214*******084,Zolani,Botha,2002-02-14
451,020214*******088,Tiaan,Modise,2002-02-14
452,020216*******082,Pieter,Mabaso,2002-02-16
453,020216*******086,Amogelang,Venter,2002-02-16
454,020219*******081,Johannes,Mabaso,2002-02-19
455,020226*******081,Zanele,Louw,2002-02-26
456,020226*******082,Amogelang,Zwane,2002-02-26
457,020228*******083,Bongani,Pretorius,2002-02-28
458,020228*******088,Puleng,Sebele,2002-02-28
459,020305*******082,Zanele,Viljoen,2002-03-05
460,020306*******085,Zanele,Modise,2002-03-06
461,020307*******080,Keitumetse,Tau,2002-03-07
462,020308*******085,Johannes,van Wyk,2002-03-08
463,020309*******088,Busisiwe,Zwane,2002-03-09
464,020310*******086,Buhle,Gumede,2002-03-10
465,020310*******088,Liezel,Tau,2002-03-10
466,020313*******085,Johannes,Erasmus,2002-03-13
467,020314*******087,Nomvula,Modise,2002-03-14
468,020319*******088,Naledi,Pretorius,2002-03-19
469,020321*******080,Puleng,Pretorius,2002-03-21
470,020321*******084,Sipho,Louw,2002-03-21
471,020321*******087,Siyabonga,Mofokeng,2002-03-21
472,020322*******086,Busisiwe,Venter,2002-03-22
473,020323*******083,Busisiwe,Viljoen,2002-03-23
474,020323*******083,Keitumetse,Lekota,2002-03-23
475,020323*******083,Siyabonga,Pretorius,2002-03-23
476,020327*******080,Mieke,Dlamini,2002-03-27
477,020402*******082,Busisiwe,Cele,2002-04-02
478,020405*******081,Andile,Dlamini,2002-04-05
479,020405*******083,Lerato,Dlamini,2002-04-05
480,020405*******086,Buhle,Sebele,2002-04-05
481,020406*******083,Naledi,de Klerk,2002-04-06
482,020407*******089,Nomvula,Moyo,2002-04-07
483,020408*******089,Thabo,Moyo,2002-04-08
484,020409*******081,Lerato,Erasmus,2002-04-09
485,020413*******084,Bongani,Lekota,2002-04-13
486,020415*******089,Lerato,Khoza,2002-04-15
487,020417*******086,Siyabonga,Modise,2002-04-17
488,020422*******086,Thabo,Dlamini,2002-04-22
489,020422*******087,Pieter,Tau,2002-04-22
490,020423*******080,Naledi,Botha,2002-04-23
491,020423*******088,Siyabonga,Botha,2002-04-23
492,020426*******087,Naledi,van Wyk,2002-04-26
493,020427*******082,Keitumetse,de Klerk,2002-04-27
494,020427*******082,Lubabalo,Modise,2002-04-27
495,020427*******085,Thabo,Botha,2002-04-27
496,020501*******084,Andile,Ndlovu,2002-05-01
497,020503*******086,Johannes,Sebele,2002-05-03
498,020504*******083,Buhle,Cele,2002-05-04
499,020507*******082,Liezel,Venter,2002-05-07
500,020509*******081,Zinhle,Mokoena,2002-05-09
501,020509*******089,Zolani,Lekota,2002-05-09
502,020511*******085,Lerato,Modise,2002-05-11
503,020513*******080,Buhle,Erasmus,2002-05-13
504,020513*******088,Puleng,Mabaso,2002-05-13
505,020515*******085,Zolani,Cele,2002-05-15
506,020516*******084,Nomvula,van Wyk,2002-05-16
507,020516*******088,Johannes,Botha,2002-05-16
508,020517*******086,Kabelo,Modise,2002-05-17
509,020517*******087,Puleng,Khoza,2002-05-17
510,020519*******086,Bongani,Viljoen,2002-05-19
511,020520*******088,Tiaan,Modise,2002-05-20
512,020522*******086,Mieke,Mabaso,2002-05-22
513,020524*******084,Lerato,Sebele,2002-05-24
514,020525*******087,Bongani,Mabaso,2002-05-25
515,020527*******081,Naledi,Cele,2002-05-27
516,020527*******082,Naledi,Dlamini,2002-05-27
517,020528*******081,Liezel,van Wyk,2002-05-28
518,020601*******080,Lubabalo,Gumede,2002-06-01
519,020602*******081,Naledi,Lekota,2002-06-02
520,020608*******087,Bongani,Ndlovu,2002-06-08
521,020608*******087,Buhle,Tau,2002-06-08
522,020610*******082,Johannes,Viljoen,2002-06-10
523,020612*******085,Puleng,van Wyk,2002-06-12
524,020613*******089,Zinhle,de Klerk,2002-06-13
525,020617*******081,Nomvula,de Klerk,2002-06-17
526,020617*******086,Anika,Mokoena,2002-06-17
527,020617*******088,Mieke,Moyo,2002-06-17
528,020619*******085,Johannes,Khoza,2002-06-19
529,020620*******080,Andile,de Klerk,2002-06-20
530,020621*******080,Pieter,Cele,2002-06-21
531,020625*******083,Puleng,Moyo,2002-06-25
532,020627*******085,Thabo,Sebele,2002-06-27
533,020701*******086,Nomvula,Venter,2002-07-01
534,020703*******082,Zolani,Lekota,2002-07-03
535,020704*******087,Lerato,van Wyk,2002-07-04
536,020706*******084,Lubabalo,Erasmus,2002-07-06
537,020706*******089,Zanele,Dlamini,2002-07-06
538,020707*******081,Naledi,Gumede,2002-07-07
539,020709*******082,Puleng,Gumede,2002-07-09
540,020709*******086,Lerato,Tau,2002-07-09
541,020711*******088,Bongani,Louw,2002-07-11
542,020711*******088,Lubabalo,Tau,2002-07-11
543,020712*******082,Sipho,Erasmus,2002-07-12
544,020713*******082,Zolani,Khoza,2002-07-13
